sym,dir,entry,exit,qty,gross,net,reason,entry_t,exit_t
CASTROLIND,SHORT,179.24,177.18,15014,30928.840000000033,29989.205762007154,EOD,2026-03-23 12:40:00+05:30,2026-03-23 15:15:00+05:30
CUMMINSIND,LONG,4621.4,4607.7,614,-8411.799999999888,-9409.488831232287,EMA50_DYN,2026-03-24 11:55:00+05:30,2026-03-24 14:40:00+05:30
SRF,LONG,2471.1,2471.2,1149,114.8999999998955,-885.8477010103045,EOD,2026-03-24 14:45:00+05:30,2026-03-24 15:15:00+05:30
MFSL,LONG,1616.4,1607.5,1725,-15352.500000000156,-16330.844102415156,EMA50_DYN,2026-03-25 10:40:00+05:30,2026-03-25 12:50:00+05:30
APOLLOTYRE,LONG,417.1,418.95,6688,12372.799999999772,11386.070890057372,EOD,2026-03-25 12:55:00+05:30,2026-03-25 15:15:00+05:30
CUMMINSIND,SHORT,4549.7,4532.8515,607,10227.039500000035,9256.611369917162,TSL,2026-03-30 10:50:00+05:30,2026-03-30 12:00:00+05:30
BANKBARODA,SHORT,250.8,247.2,11024,39686.40000000025,38723.293222848246,EOD,2026-03-30 12:25:00+05:30,2026-03-30 15:15:00+05:30
GMRAIRPORT,LONG,89.03,90.3261,33751,43744.671099999854,42673.08430631802,TSL,2026-04-01 10:45:00+05:30,2026-04-01 13:40:00+05:30
FEDERALBNK,LONG,267.05,266.35,11252,-7876.399999999872,-8933.209763396673,EMA50_DYN,2026-04-01 13:45:00+05:30,2026-04-01 14:50:00+05:30
BATAINDIA,LONG,702.6,703.65,4516,4741.799999999795,3622.133160749795,EOD,2026-04-08 11:00:00+05:30,2026-04-08 15:15:00+05:30
BATAINDIA,LONG,714.45,712.6,4467,-8263.9500000001,-9386.416926011201,EMA50_DYN,2026-04-10 11:00:00+05:30,2026-04-10 14:55:00+05:30
BHEL,LONG,285.62,284.62,11174,-11174.0,-12295.65857051776,EOD,2026-04-10 15:00:00+05:30,2026-04-10 15:15:00+05:30
CUMMINSIND,SHORT,5024.2,4992.8,613,19248.19999999978,18168.21547085378,EOD,2026-04-13 12:40:00+05:30,2026-04-13 15:15:00+05:30
SUNTV,LONG,630.05,626.4,5037,-18385.049999999886,-19498.315941834786,EMA50_DYN,2026-04-15 10:40:00+05:30,2026-04-15 14:05:00+05:30
BALKRISIND,LONG,2263.9,2343.1365,1051,83277.56149999998,82415.11549365928,PARTIAL_PROFIT,2026-04-15 14:10:00+05:30,2026-04-15 15:15:00+05:30
BALKRISIND,LONG,2263.9,2350.0,351,30221.09999999997,29932.38139036857,EOD,2026-04-15 14:10:00+05:30,2026-04-15 15:15:00+05:30
PAGEIND,LONG,36760.0,36655.0,98,-10290.0,-11556.75601542,EMA50_DYN,2026-04-16 10:50:00+05:30,2026-04-16 11:40:00+05:30
BHARATFORG,LONG,1851.7,1840.0,1964,-22978.80000000009,-24253.99873352889,EMA50_DYN,2026-04-16 11:45:00+05:30,2026-04-16 12:45:00+05:30
COFORGE,LONG,1318.7,1310.2,2759,-23451.5,-24727.1113211326,EMA50_DYN,2026-04-16 13:50:00+05:30,2026-04-16 14:30:00+05:30
BHARATFORG,LONG,1850.0,1856.0,1966,11796.0,10510.720508904,EOD,2026-04-16 14:35:00+05:30,2026-04-16 15:15:00+05:30
GODREJPROP,LONG,1840.0,1827.3,1841,-23380.700000000084,-24567.917838641886,EMA50_DYN,2026-05-06 10:50:00+05:30,2026-05-06 12:25:00+05:30
BHEL,LONG,383.3,387.15,8839,34030.149999999696,32826.306292993395,EOD,2026-05-06 12:30:00+05:30,2026-05-06 15:15:00+05:30
SRF,LONG,2627.9,2610.0,1305,-23359.50000000012,-24561.51614084712,EMA50_DYN,2026-05-21 10:20:00+05:30,2026-05-21 11:20:00+05:30
BALKRISIND,LONG,2214.0,2205.1,1549,-13786.10000000014,-14990.88325941354,EMA50_DYN,2026-05-21 11:25:00+05:30,2026-05-21 15:20:00+05:30
COFORGE,LONG,1388.6,1407.0294999999999,2327,42885.44649999991,41734.3032207556,TSL,2026-05-25 10:05:00+05:30,2026-05-25 11:30:00+05:30
APOLLOTYRE,LONG,388.2,388.55,8324,2913.4000000001893,1773.6608932581892,EOD,2026-05-25 11:35:00+05:30,2026-05-25 15:15:00+05:30
ASHOKLEY,SHORT,140.98,141.17,24466,-4648.5399999999445,-5865.553850309345,EOD,2026-06-08 13:40:00+05:30,2026-06-08 15:15:00+05:30
RBLBANK,LONG,363.3,361.05,9413,-21179.25,-22378.4831725803,EMA50_DYN,2026-06-12 10:55:00+05:30,2026-06-12 12:50:00+05:30
ASHOKLEY,LONG,146.11,151.22385,17554,89768.52289999973,88838.85465953128,PARTIAL_PROFIT,2026-06-12 12:55:00+05:30,2026-06-12 14:40:00+05:30
ASHOKLEY,LONG,146.11,151.86685,5852,33689.08619999992,33378.0844580278,TSL,2026-06-12 12:55:00+05:30,2026-06-12 15:10:00+05:30
TORNTPOWER,LONG,1403.6,1402.8,2792,-2233.599999999873,-3614.1676287486735,EMA50_DYN,2026-06-15 10:35:00+05:30,2026-06-15 13:25:00+05:30
BALKRISIND,LONG,2188.2,2184.2,1791,-7164.0,-8543.2321972584,EOD,2026-06-15 13:30:00+05:30,2026-06-15 15:15:00+05:30
BANKINDIA,LONG,146.15,145.28,26399,-22967.13000000012,-24320.391398108943,EMA50_DYN,2026-07-03 10:25:00+05:30,2026-07-03 12:45:00+05:30
COFORGE,LONG,1491.5,1477.0,2586,-37497.0,-38845.681444266,EMA50_DYN,2026-07-03 12:50:00+05:30,2026-07-03 13:45:00+05:30
LTF,LONG,327.95,327.3,11765,-7647.249999999733,-9004.937900172234,EOD,2026-07-03 13:50:00+05:30,2026-07-03 15:15:00+05:30
