symbol,month,type,pnl,stt,exit_reason
CIPLA,2026-05,SHORT,1249.7159736423368,125.0,PROFIT_TARGET
CIPLA,2026-05,SHORT,292.5901543412898,125.0,PROFIT_TARGET
CIPLA,2026-05,SHORT,-548.9277611066384,125.0,STOP_LOSS
CIPLA,2026-05,LONG,92.4487833740108,125.09244878337401,PARTIAL_PROFIT
CIPLA,2026-05,LONG,-332.8156201463884,374.6671843798536,STOP_LOSS
CIPLA,2026-05,LONG,46.52374571981539,125.04652374571981,PARTIAL_PROFIT
CIPLA,2026-05,LONG,1535.2836087539076,376.5352836087539,EMA50_EXIT
CIPLA,2026-05,LONG,95.2961805290844,125.09529618052909,PARTIAL_PROFIT
CIPLA,2026-05,LONG,-486.01052069834344,374.5139894793017,STOP_LOSS
CIPLA,2026-05,LONG,185.77494692143568,125.18577494692144,PARTIAL_PROFIT
CIPLA,2026-05,LONG,4617.834394904483,379.6178343949045,EMA50_EXIT
CIPLA,2026-05,LONG,353.03254960107324,125.35303254960108,PARTIAL_PROFIT
CIPLA,2026-05,LONG,635.4585892819559,375.63545858928194,EMA50_EXIT
CIPLA,2026-05,SHORT,-106.05203619907894,125.00000000000001,STOP_LOSS
CIPLA,2026-05,SHORT,601.0040302623366,124.99999999999999,PROFIT_TARGET
CIPLA,2026-05,SHORT,-849.4973807164417,125.0,STOP_LOSS
CIPLA,2026-05,SHORT,319.87489337498704,125.0,PROFIT_TARGET
CIPLA,2026-05,SHORT,-35.564407141300606,125.0,STOP_LOSS
CIPLA,2026-05,SHORT,214.19391689272777,125.0,PROFIT_TARGET
CIPLA,2026-05,SHORT,-500.0000000000325,125.00000000000001,STOP_LOSS
CIPLA,2026-05,LONG,241.41630901287962,125.24141630901289,PARTIAL_PROFIT
CIPLA,2026-05,LONG,-375.5364806867197,374.62446351931334,STOP_LOSS
CIPLA,2026-05,SHORT,-608.8389083876676,125.0,STOP_LOSS
CIPLA,2026-06,LONG,54.69661610267549,125.05469661610269,PARTIAL_PROFIT
CIPLA,2026-06,LONG,-711.0560093349266,374.28894399066513,STOP_LOSS
CIPLA,2026-06,LONG,-1902.1142731728894,498.0978857268271,STOP_LOSS
CIPLA,2026-06,LONG,174.26076748109395,125.1742607674811,PARTIAL_PROFIT
CIPLA,2026-06,LONG,-110.05943209335543,374.8899405679067,STOP_LOSS
CIPLA,2026-06,SHORT,-754.2561597586871,125.0,STOP_LOSS
CIPLA,2026-06,LONG,81.40376266281575,125.08140376266282,PARTIAL_PROFIT
CIPLA,2026-06,LONG,-732.6338639652802,374.2673661360348,STOP_LOSS
CIPLA,2026-06,LONG,45.36217157787778,125.04536217157789,PARTIAL_PROFIT
CIPLA,2026-06,LONG,-108.86921178686956,374.89113078821316,STOP_LOSS
CIPLA,2026-06,SHORT,-72.44801854670922,125.0,STOP_LOSS
CIPLA,2026-06,SHORT,288.4754074714967,125.0,PROFIT_TARGET
CIPLA,2026-06,SHORT,-505.1233944292434,125.0,STOP_LOSS
CIPLA,2026-06,LONG,163.17354412937436,125.16317354412939,PARTIAL_PROFIT
CIPLA,2026-06,LONG,-299.15149757056435,374.70084850242944,STOP_LOSS
