sym,dir,entry,exit,qty,gross,net,reason,entry_t,exit_t,exit_date,year,month
BHARATFORG,LONG,1206.35,1191.8737999999998,2246,-32513.54520000014,-33459.19431408092,SL,2025-03-25 09:55:00+05:30,2025-03-25 10:15:00+05:30,2025-03-25,2025,2025-03
BATAINDIA,LONG,1242.45,1239.0,2181,-7524.450000000099,-8477.3649032938,EMA50_DYN,2025-03-25 10:50:00+05:30,2025-03-25 11:15:00+05:30,2025-03-25,2025,2025-03
AUBANK,LONG,558.35,556.4,4853,-9463.35000000022,-10415.67085277572,EMA50_DYN,2025-03-25 12:05:00+05:30,2025-03-25 13:30:00+05:30,2025-03-25,2025,2025-03
SUNTV,LONG,660.3,663.65,4104,13748.400000000092,12789.365326279292,EOD,2025-03-25 13:35:00+05:30,2025-03-25 15:15:00+05:30,2025-03-25,2025,2025-03
BANKINDIA,SHORT,105.23,104.9421,23873,6873.036700000182,5989.589609305596,TSL,2025-04-07 11:50:00+05:30,2025-04-07 12:20:00+05:30,2025-04-07,2025,2025-04
ASHOKLEY,SHORT,96.9,97.38449999999999,25925,-12560.662499999555,-13449.66381207428,SL,2025-04-07 12:35:00+05:30,2025-04-07 12:40:00+05:30,2025-04-07,2025,2025-04
AUBANK,SHORT,539.0,541.6949999999999,4660,-12558.699999999702,-13447.562412945903,SL,2025-04-07 14:15:00+05:30,2025-04-07 14:30:00+05:30,2025-04-07,2025,2025-04
BALKRISIND,LONG,2310.94,2311.75,1041,843.2099999999432,-4.921085925596799,EMA50_DYN,2025-04-08 11:10:00+05:30,2025-04-08 13:55:00+05:30,2025-04-08,2025,2025-04
BHARATFORG,LONG,971.0,970.2,2479,-1983.1999999998873,-2831.0227378646873,EOD,2025-04-08 14:00:00+05:30,2025-04-08 15:15:00+05:30,2025-04-08,2025,2025-04
ESCORTS,LONG,3186.0,3179.6,751,-4806.400000000069,-5648.331249425669,EMA50_DYN,2025-04-11 11:00:00+05:30,2025-04-11 13:15:00+05:30,2025-04-11,2025,2025-04
APOLLOTYRE,LONG,423.75,427.5,5648,21180.0,20330.40026364,EOD,2025-04-11 13:20:00+05:30,2025-04-11 15:15:00+05:30,2025-04-11,2025,2025-04
IDFCFIRSTB,LONG,61.12,61.948699999999995,40360,33446.33199999991,32567.329068730476,TSL,2025-04-15 10:45:00+05:30,2025-04-15 14:45:00+05:30,2025-04-15,2025,2025-04
APOLLOTYRE,LONG,438.75,439.2,5622,2529.899999999936,1659.799269912536,EOD,2025-04-15 14:50:00+05:30,2025-04-15 15:15:00+05:30,2025-04-15,2025,2025-04
GODREJPROP,LONG,2006.5,2037.8594999999998,1314,41206.38299999973,40265.33451328718,TSL,2025-04-21 10:00:00+05:30,2025-04-21 12:30:00+05:30,2025-04-21,2025,2025-04
APOLLOTYRE,LONG,458.6,460.95,5752,13517.199999999804,12583.609455538204,EOD,2025-04-21 12:35:00+05:30,2025-04-21 15:15:00+05:30,2025-04-21,2025,2025-04
EXIDEIND,LONG,376.15,378.4,7715,17358.75,16330.9667396655,EOD,2025-05-12 11:10:00+05:30,2025-05-12 15:15:00+05:30,2025-05-12,2025,2025-05
MFSL,LONG,1508.1,1503.5,1978,-9098.799999999821,-10147.56768632462,EMA50_DYN,2025-06-09 09:25:00+05:30,2025-06-09 09:50:00+05:30,2025-06-09,2025,2025-06
BHEL,LONG,258.65,256.95,11536,-19611.19999999987,-20657.22824892147,EMA50_DYN,2025-06-09 10:40:00+05:30,2025-06-09 11:45:00+05:30,2025-06-09,2025,2025-06
BANKINDIA,LONG,129.2,128.8,23095,-9237.999999999474,-10287.028203259475,EMA50_DYN,2025-06-09 11:50:00+05:30,2025-06-09 14:15:00+05:30,2025-06-09,2025,2025-06
APOLLOTYRE,LONG,475.05,472.65,6281,-15074.400000000214,-16121.727733036414,EMA50_DYN,2025-06-09 14:20:00+05:30,2025-06-09 15:05:00+05:30,2025-06-09,2025,2025-06
EXIDEIND,SHORT,385.15,384.85,7004,2101.1999999996815,1151.0302159196813,EOD,2025-06-13 12:30:00+05:30,2025-06-13 15:15:00+05:30,2025-06-13,2025,2025-06
EXIDEIND,LONG,388.4,386.25,6960,-14963.999999999842,-15912.487717463842,EMA50_DYN,2025-06-24 10:55:00+05:30,2025-06-24 13:35:00+05:30,2025-06-24,2025,2025-06
MFSL,LONG,1606.8,1616.6,1682,16483.599999999922,15526.331937711122,EOD,2025-06-24 13:40:00+05:30,2025-06-24 15:15:00+05:30,2025-06-24,2025,2025-06
MGL,LONG,1323.4,1321.3,2041,-4286.100000000279,-5236.866994390479,EMA50_DYN,2025-08-18 10:30:00+05:30,2025-08-18 12:15:00+05:30,2025-08-18,2025,2025-08
APOLLOTYRE,LONG,456.65,467.0,5916,61230.60000000014,60260.910540771736,EOD,2025-08-18 12:20:00+05:30,2025-08-18 15:15:00+05:30,2025-08-18,2025,2025-08
JINDALSTEL,LONG,1033.85,1027.6,2879,-17993.75,-19037.6569389883,EMA50_DYN,2025-09-04 10:40:00+05:30,2025-09-04 11:50:00+05:30,2025-09-04,2025,2025-09
BATAINDIA,LONG,1240.6,1225.7127999999998,2399,-35714.39280000029,-36753.13784313552,SL,2025-09-04 11:55:00+05:30,2025-09-04 13:55:00+05:30,2025-09-04,2025,2025-09
IDFCFIRSTB,LONG,72.0,72.17,41344,7028.4800000000705,5977.300431147591,EOD,2025-09-04 14:00:00+05:30,2025-09-04 15:15:00+05:30,2025-09-04,2025,2025-09
EXIDEIND,LONG,331.05,334.4,8239,27600.649999999718,26631.429762483418,EOD,2026-01-22 11:15:00+05:30,2026-01-22 15:15:00+05:30,2026-01-22,2026,2026-01
APOLLOTYRE,LONG,497.55,505.6,5749,46279.45000000006,45258.044648186966,EOD,2026-02-03 11:05:00+05:30,2026-02-03 15:15:00+05:30,2026-02-03,2026,2026-02
FEDERALBNK,LONG,287.5,286.85,10737,-6979.0499999997555,-8065.032087584455,EMA50_DYN,2026-02-09 09:40:00+05:30,2026-02-09 10:10:00+05:30,2026-02-09,2026,2026-02
TVSMOTOR,LONG,3753.8,3762.8,822,7398.0,6308.3482909848,EMA50_DYN,2026-02-09 10:35:00+05:30,2026-02-09 14:05:00+05:30,2026-02-09,2026,2026-02
ASHOKLEY,LONG,205.62,205.93,15013,4654.030000000034,3564.688066666134,EOD,2026-02-09 14:10:00+05:30,2026-02-09 15:15:00+05:30,2026-02-09,2026,2026-02
BHEL,SHORT,257.9,259.18949999999995,12005,-15480.447499999706,-16576.10134301984,SL,2026-03-11 11:55:00+05:30,2026-03-11 12:15:00+05:30,2026-03-11,2026,2026-03
LTF,SHORT,270.4,270.09374999999994,11450,3506.5625000003906,2416.3465811985157,TSL,2026-03-11 12:35:00+05:30,2026-03-11 13:30:00+05:30,2026-03-11,2026,2026-03
FEDERALBNK,SHORT,271.35,269.65,11410,19397.00000000052,18311.32405494052,EOD,2026-03-11 13:40:00+05:30,2026-03-11 15:15:00+05:30,2026-03-11,2026,2026-03
ESCORTS,LONG,3086.6,3067.0,1009,-19776.399999999907,-20868.408728422306,EMA50_DYN,2026-03-17 10:05:00+05:30,2026-03-17 10:40:00+05:30,2026-03-17,2026,2026-03
BHARATFORG,LONG,1722.8,1745.0,1809,40159.80000000008,39049.87263225488,EOD,2026-03-17 10:45:00+05:30,2026-03-17 15:15:00+05:30,2026-03-17,2026,2026-03
SRF,SHORT,2479.8,2492.199,1293,-16031.906999999854,-17166.591285805636,SL,2026-03-19 11:20:00+05:30,2026-03-19 12:45:00+05:30,2026-03-19,2026,2026-03
BANKINDIA,SHORT,146.72,145.725,21863,21753.6850000001,20629.33731733219,TSL,2026-03-19 14:05:00+05:30,2026-03-19 15:00:00+05:30,2026-03-19,2026,2026-03
CASTROLIND,SHORT,179.24,177.18,17993,37065.58000000004,35939.50841053648,EOD,2026-03-23 12:40:00+05:30,2026-03-23 15:15:00+05:30,2026-03-23,2026,2026-03
CUMMINSIND,LONG,4621.4,4607.7,736,-10083.199999999866,-11279.126677177466,EMA50_DYN,2026-03-24 11:55:00+05:30,2026-03-24 14:40:00+05:30,2026-03-24,2026,2026-03
SRF,LONG,2471.1,2471.2,1377,137.69999999987476,-1061.629490244725,EOD,2026-03-24 14:45:00+05:30,2026-03-24 15:15:00+05:30,2026-03-24,2026,2026-03
MFSL,LONG,1616.4,1607.5,2068,-18405.200000000186,-19578.078610895387,EMA50_DYN,2026-03-25 10:40:00+05:30,2026-03-25 12:50:00+05:30,2026-03-25,2026,2026-03
APOLLOTYRE,LONG,417.1,418.95,8015,14827.749999999727,13645.238962890227,EOD,2026-03-25 12:55:00+05:30,2026-03-25 15:15:00+05:30,2026-03-25,2026,2026-03
GMRAIRPORT,SHORT,85.45,85.87724999999999,38777,-16567.47324999948,-17740.063107979735,SL,2026-03-30 11:15:00+05:30,2026-03-30 11:20:00+05:30,2026-03-30,2026,2026-03
BANKINDIA,SHORT,139.66,136.86679999999998,23725,66268.6700000003,65119.811552397725,PARTIAL_PROFIT,2026-03-30 12:35:00+05:30,2026-03-30 15:00:00+05:30,2026-03-30,2026,2026-03
GMRAIRPORT,LONG,89.03,90.3261,39878,51685.87579999983,50419.758109903414,TSL,2026-04-01 10:45:00+05:30,2026-04-01 13:40:00+05:30,2026-04-01,2026,2026-04
FEDERALBNK,LONG,267.05,266.35,13294,-9305.799999999848,-10554.398382029449,EMA50_DYN,2026-04-01 13:45:00+05:30,2026-04-01 14:50:00+05:30,2026-04-01,2026,2026-04
BATAINDIA,LONG,702.6,703.65,5336,5602.799999999757,4279.827844499758,EOD,2026-04-08 11:00:00+05:30,2026-04-08 15:15:00+05:30,2026-04-08,2026,2026-04
BATAINDIA,LONG,714.45,712.6,5278,-9764.30000000012,-11090.55485459752,EMA50_DYN,2026-04-10 11:00:00+05:30,2026-04-10 14:55:00+05:30,2026-04-10,2026,2026-04
BHEL,LONG,285.62,284.62,13203,-13203.0,-14528.33185131072,EOD,2026-04-10 15:00:00+05:30,2026-04-10 15:15:00+05:30,2026-04-10,2026,2026-04
SUNTV,LONG,630.05,626.4,5782,-21104.29999999987,-22382.224096821268,EMA50_DYN,2026-04-15 10:40:00+05:30,2026-04-15 14:05:00+05:30,2026-04-15,2026,2026-04
BALKRISIND,LONG,2263.9,2343.1365,1206,95559.21899999997,94569.58067112567,PARTIAL_PROFIT,2026-04-15 14:10:00+05:30,2026-04-15 15:15:00+05:30,2026-04-15,2026,2026-04
BALKRISIND,LONG,2263.9,2350.0,403,34698.29999999997,34366.808263015766,EOD,2026-04-15 14:10:00+05:30,2026-04-15 15:15:00+05:30,2026-04-15,2026,2026-04
PAGEIND,LONG,36760.0,36655.0,113,-11865.0,-13325.647242269999,EMA50_DYN,2026-04-16 10:50:00+05:30,2026-04-16 11:40:00+05:30,2026-04-16,2026,2026-04
BHARATFORG,LONG,1851.7,1840.0,2255,-26383.500000000102,-27847.6411120711,EMA50_DYN,2026-04-16 11:45:00+05:30,2026-04-16 12:45:00+05:30,2026-04-16,2026,2026-04
COFORGE,LONG,1318.7,1310.2,3166,-26911.0,-28374.7859524124,EMA50_DYN,2026-04-16 13:50:00+05:30,2026-04-16 14:30:00+05:30,2026-04-16,2026,2026-04
BHARATFORG,LONG,1850.0,1856.0,2257,13542.0,12066.478224108,EOD,2026-04-16 14:35:00+05:30,2026-04-16 15:15:00+05:30,2026-04-16,2026,2026-04
GODREJPROP,LONG,1840.0,1827.3,2113,-26835.100000000097,-28197.724276507495,EMA50_DYN,2026-05-06 10:50:00+05:30,2026-05-06 12:25:00+05:30,2026-05-06,2026,2026-05
BHEL,LONG,383.3,387.15,10144,39054.39999999965,37672.81944067485,EOD,2026-05-06 12:30:00+05:30,2026-05-06 15:15:00+05:30,2026-05-06,2026,2026-05
SRF,LONG,2627.9,2610.0,1497,-26796.300000000138,-28175.164492603937,EMA50_DYN,2026-05-21 10:20:00+05:30,2026-05-21 11:20:00+05:30,2026-05-21,2026,2026-05
BALKRISIND,LONG,2214.0,2205.1,1777,-15815.300000000161,-17197.417399598362,EMA50_DYN,2026-05-21 11:25:00+05:30,2026-05-21 15:20:00+05:30,2026-05-21,2026,2026-05
COFORGE,LONG,1388.6,1407.0294999999999,2670,49206.7649999999,47885.94310245701,TSL,2026-05-25 10:05:00+05:30,2026-05-25 11:30:00+05:30,2026-05-25,2026,2026-05
APOLLOTYRE,LONG,388.2,388.55,9554,3343.900000000217,2035.746777293217,EOD,2026-05-25 11:35:00+05:30,2026-05-25 15:15:00+05:30,2026-05-25,2026,2026-05
ASHOKLEY,SHORT,140.98,141.17,28078,-5334.819999999936,-6731.505804340136,EOD,2026-06-08 13:40:00+05:30,2026-06-08 15:15:00+05:30,2026-06-08,2026,2026-06
RBLBANK,LONG,363.3,361.05,10803,-24306.75,-25683.0716788893,EMA50_DYN,2026-06-12 10:55:00+05:30,2026-06-12 12:50:00+05:30,2026-06-12,2026,2026-06
ASHOKLEY,LONG,146.11,151.22385,20146,103023.6220999997,101956.68029912938,PARTIAL_PROFIT,2026-06-12 12:55:00+05:30,2026-06-12 14:40:00+05:30,2026-06-12,2026,2026-06
ASHOKLEY,LONG,146.11,151.86685,6716,38663.004599999906,38306.08599113375,TSL,2026-06-12 12:55:00+05:30,2026-06-12 15:10:00+05:30,2026-06-12,2026,2026-06
TORNTPOWER,LONG,1403.6,1402.8,3204,-2563.1999999998543,-4147.490359065454,EMA50_DYN,2026-06-15 10:35:00+05:30,2026-06-15 13:25:00+05:30,2026-06-15,2026,2026-06
BALKRISIND,LONG,2188.2,2184.2,2055,-8220.0,-9802.536105732,EOD,2026-06-15 13:30:00+05:30,2026-06-15 15:15:00+05:30,2026-06-15,2026,2026-06
BANKINDIA,LONG,146.15,145.28,30297,-26358.390000000138,-27911.4700628246,EMA50_DYN,2026-07-03 10:25:00+05:30,2026-07-03 12:45:00+05:30,2026-07-03,2026,2026-07
COFORGE,LONG,1491.5,1477.0,2968,-43036.0,-44583.906622808,EMA50_DYN,2026-07-03 12:50:00+05:30,2026-07-03 13:45:00+05:30,2026-07-03,2026,2026-07
LTF,LONG,327.95,327.3,13502,-8776.299999999694,-10334.438718922695,EOD,2026-07-03 13:50:00+05:30,2026-07-03 15:15:00+05:30,2026-07-03,2026,2026-07
